essay_set,WordCount,LongWord,AvgWord,Quotation,SentenceCount,SentenceLength,CommaCount,NounCount,AdverbCount,AdjectiveCount,VerbCount,PunctuationCount,ForeignCount,SpellingMistake,Positive,Negative,score,GradeLevel,EssayType
1,480,69,4.36629213483146,0,22,107.54545454545456,7,100,12,20,65,30,0,1,0.97694373,0.0230562686920166,4,10,1
1,215,38,4.38421052631579,1,15,67.2,3,51,0,9,19,20,0,1,0.3276811242103577,0.6723189,3,10,1
1,44,7,4.390243902439025,0,3,72.66666666666667,0,12,0,1,7,3,0,1,0.9983721,0.0016279220581054688,0,10,1
1,304,40,4.25886524822695,1,14,104.92857142857143,0,55,10,13,21,15,0,1,0.006731152534484863,0.99326885,3,10,1
1,155,29,4.55,1,8,96.125,2,35,0,6,16,10,0,1,0.9993656999999999,0.000634312629699707,2,10,1
1,358,48,4.2300319488817895,0,28,57.464285714285715,5,83,5,11,29,33,0,1,0.0008377432823181152,0.99916226,3,10,1
1,371,51,4.313664596273291,2,20,84.55,14,72,4,8,39,34,0,1,0.0011346936225891113,0.9988653000000001,3,10,1
1,325,59,4.473154362416106,4,11,147.27272727272728,6,61,5,11,46,21,0,1,0.40797680616378784,0.5920232,3,10,1
1,341,53,4.235668789808917,1,18,90.33333333333331,6,85,4,14,28,24,0,1,0.008525371551513672,0.9914745999999999,3,10,1
1,626,79,4.244485294117647,9,33,85.45454545454545,22,110,13,15,49,59,0,1,0.008517682552337645,0.9914823,5,10,1
1,350,64,4.726984126984127,1,27,65.81481481481481,6,71,4,11,28,34,0,1,0.99565214,0.004347860813140869,2,10,1
1,87,18,4.698795180722891,0,4,117.25,1,20,1,3,8,4,0,1,0.9195976999999999,0.08040231466293335,1,10,1
1,602,58,3.889667250437829,3,13,213.7692307692308,5,75,8,28,53,18,0,1,0.9911183000000001,0.008881688117980957,4,10,1
1,263,47,4.4937759336099585,0,15,87.26666666666668,3,58,4,12,29,18,0,1,0.999073,0.000926971435546875,2,10,1
1,487,64,4.224056603773585,4,27,81.03703703703705,21,79,5,8,47,52,0,1,0.006270110607147217,0.9937299,3,10,1
1,486,90,4.544578313253012,4,30,75.7,26,100,5,17,49,61,0,1,0.3379172086715698,0.6620828000000001,4,10,1
1,260,56,4.755274261603375,1,11,123.0,7,50,4,15,22,20,0,1,0.9992582,0.0007417798042297362,3,10,1
1,505,150,5.136460554371002,0,22,129.8181818181818,11,131,13,23,49,34,0,1,0.8299131,0.17008692026138306,4,10,1
1,333,86,4.9243986254295535,1,23,73.95652173913044,11,76,2,21,29,34,0,1,0.005153298377990723,0.9948466999999999,4,10,1
1,228,36,4.477157360406092,2,14,76.07142857142857,7,35,2,6,32,24,0,1,0.06758135557174683,0.93241864,3,10,1
1,491,95,4.592760180995475,1,22,111.36363636363636,8,92,4,24,53,34,0,1,0.9338698000000001,0.06613022089004518,3,10,1
1,80,19,5.0588235294117645,0,6,67.66666666666667,5,22,0,3,10,12,0,1,0.999659,0.00034099817276000977,1,10,1
1,337,69,4.588039867109635,2,23,72.1304347826087,9,66,8,9,42,32,0,1,0.0010317564010620117,0.99896824,3,10,1
1,313,47,4.303886925795053,2,14,106.21428571428572,7,58,0,27,47,24,0,1,0.013816893100738524,0.9861831,3,10,1
1,326,49,4.5,0,17,92.82352941176471,11,53,1,16,35,28,0,1,0.99481475,0.005185246467590332,3,10,1
1,234,32,4.142857142857143,2,6,185.0,0,48,4,5,28,6,0,1,0.9826094000000001,0.017390608787536618,3,10,1
1,472,93,4.591787439613527,5,24,95.45833333333331,15,76,15,11,50,45,1,1,0.012456834316253662,0.98754317,4,10,1
1,415,85,4.7008086253369274,0,25,83.6,17,75,12,19,46,43,1,1,0.9856756999999999,0.014324307441711426,4,10,1
1,329,60,4.559726962457338,0,20,80.45,13,73,6,18,36,33,0,1,0.99961126,0.00038874149322509766,3,10,1
1,458,90,4.6923076923076925,5,33,66.27272727272727,20,92,4,26,36,56,0,1,0.04366254806518555,0.95633745,4,10,1
1,281,34,4.215767634854772,1,18,68.83333333333333,15,47,2,8,27,33,0,1,0.2561102509498596,0.74388975,2,10,1
1,510,118,5.007109004739337,2,28,89.5357142857143,24,99,6,22,35,61,0,1,0.05839747190475464,0.9416025,5,10,1
1,488,71,4.3736017897091735,0,21,113.38095238095238,10,105,3,12,53,32,0,1,0.015570640563964844,0.98442936,4,10,1
1,611,161,5.113851992409868,3,25,127.88,41,123,14,41,53,70,0,1,0.9431354999999999,0.056864500045776374,4,10,1
1,468,80,4.606217616580311,7,21,102.04761904761904,9,65,5,17,43,47,0,1,0.000555872917175293,0.9994440999999998,3,10,1
1,360,47,4.589225589225589,2,29,56.24137931034482,29,73,4,12,50,59,0,1,0.9870401,0.012959897518157959,3,10,1
1,391,86,4.89367816091954,0,21,96.66666666666669,21,92,4,24,42,42,0,1,0.99116164,0.008838355541229248,3,10,1
1,374,73,5.026845637583894,3,19,93.52631578947368,27,78,11,8,38,59,0,1,0.14086860418319702,0.8591314,3,10,1
1,614,116,4.768642447418738,7,47,63.170212765957444,18,132,7,25,49,65,0,1,0.23985016345977786,0.76014984,4,10,1
1,520,82,4.65,8,33,70.93939393939394,11,102,17,15,50,81,1,1,0.008345603942871094,0.9916543999999999,4,10,1
1,425,65,4.307086614173229,0,18,111.33333333333331,15,90,3,13,26,33,0,1,0.002949893474578857,0.9970501,4,10,1
1,470,99,4.737745098039214,0,21,110.4761904761905,21,89,16,24,46,43,0,1,0.0025458335876464844,0.99745417,3,10,1
1,411,62,4.303030303030303,3,16,119.3125,23,67,5,21,42,38,0,1,0.9609912,0.039008796215057366,3,10,1
1,319,85,4.900355871886121,1,23,71.08695652173913,9,70,4,6,37,33,0,1,0.00865095853805542,0.99134904,3,10,1
1,220,35,4.216346153846153,1,9,119.55555555555556,1,34,3,10,22,10,0,1,0.81971645,0.1802835464477539,2,10,1
1,221,17,3.9653465346534644,0,11,90.1818181818182,0,34,2,8,27,15,0,1,0.9977818000000002,0.002218186855316162,2,10,1
1,606,113,4.5488029465930016,7,31,96.19354838709677,14,102,7,32,58,46,0,1,0.0015594959259033205,0.9984405000000001,4,10,1
1,465,109,5.0,0,28,88.7857142857143,8,137,4,29,37,40,0,1,0.9913661,0.008633911609649658,3,10,1
1,519,81,4.6859903381642525,9,39,59.35897435897437,28,79,9,18,48,77,0,1,0.003247201442718506,0.9967528,4,10,1
1,477,61,4.072562358276644,1,19,116.73684210526315,8,70,7,19,46,29,0,1,0.9409238999999999,0.05907607078552246,3,10,1
1,267,47,4.461206896551723,0,29,42.68965517241379,6,57,1,4,27,35,0,1,0.9985291,0.0014709234237670898,2,10,1
1,264,44,4.414847161572053,1,9,136.77777777777777,12,48,4,15,19,27,0,1,0.9944458,0.00555419921875,2,10,1
1,256,45,4.517241379310343,0,15,84.33333333333333,4,55,5,13,21,19,0,1,0.9932964,0.006703615188598633,3,10,1
1,795,134,4.390168970814132,4,51,67.80392156862743,41,127,8,31,83,98,2,1,0.9976881999999999,0.002311825752258301,4,10,1
1,609,159,4.975881261595546,3,22,145.4090909090909,23,160,11,37,50,64,0,1,0.98684084,0.01315915584564209,4,10,1
1,361,52,4.383386581469648,4,25,66.4,11,66,2,16,35,36,0,1,0.004921138286590576,0.99507886,3,10,1
1,546,82,4.354978354978355,3,36,67.72222222222223,13,90,11,19,64,54,0,1,0.97494704,0.02505296468734741,4,10,1
1,262,51,4.560869565217392,0,15,84.26666666666667,10,55,4,12,26,27,0,1,0.99697167,0.0030283331871032715,2,10,1
1,339,69,4.717687074829932,2,21,79.04761904761905,9,77,4,13,29,30,0,1,0.006138265132904053,0.99386173,3,10,1
1,484,92,4.749391727493918,1,34,68.5,25,96,11,22,44,59,0,1,0.00879722833633423,0.9912028,4,10,1
1,423,64,4.517241379310343,4,20,95.0,14,68,4,15,47,45,0,1,0.001042008399963379,0.998958,3,10,1
1,271,35,4.072649572649572,0,17,68.82352941176471,4,45,5,17,33,22,0,1,0.00439220666885376,0.9956078000000002,2,10,1
1,544,93,4.6359743040685215,3,40,64.8,18,100,12,20,64,62,0,1,0.0014812350273132324,0.99851876,4,10,1
1,362,57,4.409090909090909,0,26,67.65384615384616,4,62,5,14,35,31,0,1,0.9967560999999999,0.0032439231872558594,3,10,1
1,468,75,4.43765903307888,8,18,117.72222222222223,22,71,7,23,34,43,0,1,0.9068761000000001,0.0931239128112793,4,10,1
1,446,92,4.615960099750623,1,21,106.23809523809523,19,103,7,13,62,47,0,1,0.91662526,0.0833747386932373,4,10,1
1,622,77,4.305400372439479,4,34,82.79411764705883,18,105,7,19,76,55,0,1,0.06731653213500978,0.93268347,3,10,1
1,422,102,4.850415512465374,5,30,69.43333333333334,12,81,5,18,49,50,0,1,0.98361677,0.016383230686187744,4,10,1
1,724,149,4.80824088748019,3,52,69.48076923076923,25,153,13,33,68,80,0,1,0.9634155000000001,0.03658449649810791,4,10,1
1,426,60,4.396174863387978,5,21,93.04761904761904,21,86,8,11,37,46,0,1,0.044199764728546136,0.95580024,3,10,1
1,393,50,4.204022988505748,1,24,74.45833333333333,11,70,7,18,41,35,0,1,0.98608553,0.01391446590423584,3,10,1
1,265,40,4.389830508474576,1,13,96.84615384615385,13,70,3,25,22,25,0,1,0.9889314,0.01106858253479004,2,10,1
1,652,139,4.8597449908925325,3,36,88.36111111111109,31,120,14,34,66,70,2,1,0.0037904977798461923,0.9962095,5,10,1
1,464,82,4.514634146341463,2,29,76.9655172413793,7,90,9,23,50,40,0,1,0.008527278900146484,0.9914726999999999,4,10,1
1,374,63,4.579268292682927,0,28,64.35714285714286,8,69,5,11,44,37,0,1,0.015803933143615726,0.98419607,3,10,1
1,458,95,4.693627450980392,1,24,95.75,18,93,3,17,52,43,0,1,0.9966383,0.003361701965332031,3,10,1
1,595,65,4.03740157480315,11,29,87.24137931034483,9,85,5,24,67,43,0,1,0.3605984449386597,0.63940156,4,10,1
1,60,12,5.037735849056603,0,4,79.0,3,14,0,2,9,7,0,1,0.22544890642166135,0.7745510999999999,1,10,1
1,369,59,4.504702194357368,2,25,69.24,17,59,11,22,40,47,0,1,0.9991571,0.0008429288864135742,3,10,1
1,544,115,5.0505747126436775,5,28,93.0,30,100,10,21,43,68,0,1,0.99735814,0.002641856670379639,5,10,1
1,596,73,4.323711340206185,8,37,68.78378378378379,38,79,7,23,69,80,0,1,0.1388927698135376,0.86110723,4,10,1
1,409,64,4.193029490616622,2,20,95.85,5,67,4,18,47,28,0,1,0.9974175,0.0025824904441833496,3,10,1
1,428,35,4.129729729729728,0,17,110.64705882352942,11,71,11,18,34,33,0,1,0.0183822512626648,0.98161775,3,10,1
1,596,107,4.594746716697936,4,29,101.82758620689656,17,130,7,30,54,48,0,1,0.0006186962127685548,0.9993813,4,10,1
1,459,82,4.518248175182482,1,29,77.20689655172414,11,94,5,19,42,40,1,1,0.57136357,0.4286364316940308,4,10,1
1,288,41,3.9706959706959712,0,9,149.77777777777774,1,39,3,12,31,11,0,1,0.051396846771240234,0.94860315,3,10,1
1,178,26,4.0685714285714285,0,1,886.0,0,36,1,4,22,0,0,1,0.9878841999999999,0.012115776538848877,2,10,1
1,294,47,4.360714285714286,0,10,149.1,1,58,1,11,37,12,0,1,0.004343569278717041,0.99565643,3,10,1
1,437,76,4.538461538461538,2,23,96.0,5,87,7,19,52,28,0,1,0.9957139000000002,0.0042861104011535645,3,10,1
1,455,90,4.583743842364532,1,30,74.56666666666666,13,81,7,19,48,43,0,1,0.006925046443939209,0.99307495,4,10,1
1,472,57,4.1923076923076925,3,26,82.07692307692308,16,78,6,8,51,45,0,1,0.2887282967567444,0.7112717,4,10,1
1,657,161,4.703150912106136,0,39,87.17948717948721,10,139,12,46,59,51,0,1,0.9967493000000001,0.003250718116760254,4,10,1
1,502,91,4.766666666666667,3,24,99.91666666666669,28,104,9,18,49,56,0,1,0.0010079741477966306,0.998992,4,10,1
1,509,124,5.1529411764705895,4,25,103.6,20,113,16,25,46,60,0,1,0.98006666,0.019933342933654785,5,10,1
1,621,84,4.392504930966468,6,44,61.13636363636363,25,93,10,28,63,70,0,1,0.08211314678192139,0.91788685,4,10,1
1,446,87,4.5275,2,24,91.125,12,89,11,16,47,40,0,1,0.97608167,0.02391833066940308,4,10,1
1,292,49,4.5517241379310365,0,11,130.72727272727272,11,55,5,12,44,24,0,1,0.99926674,0.0007332563400268555,2,10,1
1,653,82,4.346863468634687,8,41,69.70731707317073,27,115,7,14,67,73,0,1,0.0013578534126281738,0.99864215,3,10,1
1,262,34,4.337448559670782,2,8,161.125,5,63,2,9,26,15,0,1,0.9993084000000001,0.0006915926933288574,2,10,1
1,447,86,4.770573566084788,3,24,95.41666666666669,11,95,4,17,48,38,0,1,0.0009983181953430176,0.9990017,3,10,1
1,201,33,4.255555555555556,2,12,77.83333333333333,4,35,4,4,20,16,0,1,0.4011215567588806,0.59887844,2,10,1
1,405,83,4.666666666666667,0,30,67.0,9,81,8,21,52,45,0,1,0.95361954,0.04638046026229858,3,10,1
1,664,113,4.506086956521738,3,33,94.93939393939394,25,117,16,25,67,62,0,1,0.9935193999999999,0.006480574607849121,4,10,1
1,460,105,5.065616797900263,3,24,95.29166666666669,34,79,14,24,38,68,0,1,0.0011284947395324707,0.9988715,4,10,1
1,345,42,4.237623762376238,1,19,82.52631578947368,11,62,2,11,40,29,0,1,0.29109734296798706,0.70890266,2,10,1
1,481,83,4.303854875283447,0,31,74.45161290322581,8,101,4,20,51,43,0,1,0.4042416214942932,0.5957584,3,10,1
1,413,121,5.298342541436464,0,24,94.0,22,95,7,23,45,49,0,1,0.02015024423599243,0.97984976,4,10,1
1,200,15,4.243243243243243,0,3,322.3333333333333,0,29,1,10,22,4,0,1,0.9109503000000001,0.08904969692230225,2,10,1
1,670,142,4.749579831932774,2,39,86.71794871794874,16,149,11,35,71,59,0,1,0.0036001205444335938,0.9963999,5,10,1
1,332,58,4.38562091503268,0,17,95.94117647058823,6,70,3,18,29,23,0,1,0.90026194,0.09973806142807007,4,10,1
1,473,78,4.337155963302751,0,20,115.35,8,100,5,21,35,31,0,1,0.010088205337524414,0.9899118,3,10,1
1,353,57,4.429042904290429,1,24,67.54166666666667,12,90,2,6,21,38,0,1,0.022801876068115238,0.9771981,3,10,1
1,258,32,4.171428571428572,0,7,180.0,3,46,2,5,35,10,0,1,0.9201601,0.07983988523483276,3,10,1
1,192,39,4.988372093023256,0,11,92.63636363636364,5,45,3,13,24,17,0,1,0.99905175,0.0009482502937316897,2,10,1
1,558,75,4.3640081799591,7,28,92.67857142857143,18,83,4,18,60,47,1,1,0.0022498369216918945,0.99775016,4,10,1
1,507,104,4.773049645390072,3,33,73.0,35,96,9,24,49,69,0,1,0.99208057,0.00791943073272705,5,10,1
1,500,100,4.615560640732267,4,28,86.64285714285714,9,105,8,29,43,51,0,1,0.0006771683692932129,0.99932283,4,10,1
1,399,57,4.336336336336337,6,29,60.27586206896552,15,59,5,22,35,46,0,1,0.94464844,0.055351555347442634,3,10,1
1,539,101,4.710467706013363,4,29,87.41379310344826,14,98,7,32,41,50,0,1,0.0008990168571472168,0.999101,4,10,1
1,393,97,4.974504249291785,0,26,80.11538461538461,8,101,10,18,43,37,0,1,0.5498053,0.45019471645355225,4,10,1
1,559,117,4.774891774891775,5,37,71.10810810810811,37,106,10,17,58,78,2,1,0.0025287270545959477,0.9974713,4,10,1
1,322,49,4.608058608058609,6,21,71.90476190476191,16,62,4,15,35,37,1,1,0.7953226999999999,0.2046772837638855,3,10,1
1,484,86,4.6163069544364514,1,30,77.06666666666666,24,104,5,17,46,59,0,1,0.9194675999999999,0.08053237199783325,4,10,1
1,608,127,4.747191011235955,3,29,104.82758620689656,28,131,8,23,57,63,0,1,0.9922556,0.0077443718910217285,5,10,1
1,259,62,4.961206896551723,0,22,61.86363636363637,2,70,2,10,25,24,0,1,0.0014072656631469727,0.99859273,3,10,1
1,278,68,4.9918367346938775,1,9,162.11111111111111,20,68,3,14,27,31,0,1,0.02448403835296631,0.97551596,3,10,1
1,443,92,4.81989247311828,3,30,71.16666666666667,18,79,8,24,46,49,0,1,0.0022933483123779297,0.99770665,3,10,1
1,632,115,4.743016759776537,5,33,92.45454545454544,22,111,10,38,61,58,0,1,0.003976345062255859,0.99602365,3,10,1
1,389,48,4.214501510574018,5,20,85.3,14,52,3,15,31,44,0,1,0.0604206919670105,0.9395793,3,10,1
1,490,84,4.821029082774049,0,16,161.625,16,102,10,26,49,34,0,1,0.9973690000000001,0.0026310086250305176,4,10,1
1,177,50,5.226666666666667,0,10,92.4,11,40,2,10,15,24,0,1,0.0016183853149414062,0.9983815999999999,2,10,1
1,380,56,4.394029850746269,1,21,85.04761904761905,10,61,6,16,29,31,0,1,0.02471381425857544,0.9752861999999999,3,10,1
1,334,47,4.046583850931676,0,5,324.0,1,57,7,17,22,7,0,1,0.001157999038696289,0.998842,3,10,1
1,269,50,4.282352941176471,1,6,223.5,0,41,7,6,28,6,0,1,0.003289163112640381,0.99671084,3,10,1
1,292,43,4.46875,0,12,115.66666666666669,20,61,8,7,34,32,0,1,0.004818618297576904,0.9951814,3,10,1
1,378,61,4.300859598853868,0,25,73.0,3,79,7,12,48,28,0,1,0.019923031330108643,0.98007697,3,10,1
1,379,74,4.681818181818182,1,21,88.2857142857143,11,69,9,22,32,32,0,1,0.0018743276596069336,0.9981257,3,10,1
1,431,75,4.595800524934384,5,20,105.6,17,81,8,23,48,38,0,1,0.0010042190551757812,0.9989958000000001,4,10,1
1,365,50,3.947852760736197,1,23,69.1304347826087,11,67,6,8,26,34,0,1,0.99577546,0.004224538803100586,3,10,1
1,325,54,5.007462686567164,2,20,79.5,11,77,4,11,30,36,0,1,0.0012444257736206055,0.9987556000000001,3,10,1
1,318,78,4.905454545454545,0,23,69.6086956521739,12,72,1,18,29,41,0,1,0.90568715,0.094312846660614,3,10,1
1,515,70,4.302961275626424,3,30,76.6,19,86,7,24,48,49,0,1,0.94822246,0.051777541637420654,4,10,1
1,526,142,5.085972850678734,1,30,88.66666666666669,31,131,9,27,49,73,0,1,0.98825526,0.01174473762512207,4,10,1
1,322,49,4.378839590443686,2,17,91.70588235294115,7,67,4,9,34,26,0,1,0.00607609748840332,0.9939239,3,10,1
1,462,93,4.765903307888041,4,26,86.15384615384615,24,87,10,26,43,58,0,1,0.002872586250305176,0.9971274,3,10,1
1,420,42,4.007751937984496,0,16,120.125,2,62,4,7,60,19,0,1,0.006754934787750244,0.99324507,3,10,1
1,509,73,4.233905579399142,0,28,86.10714285714286,8,90,2,10,52,36,0,1,0.06741595268249513,0.93258405,3,10,1
1,369,74,4.519402985074627,0,22,83.04545454545455,8,80,3,21,33,30,0,1,0.0006313323974609375,0.99936867,3,10,1
1,116,13,4.252252252252252,0,3,193.3333333333333,1,26,0,6,12,4,0,1,0.001137375831604004,0.9988626,2,10,1
1,444,68,4.338199513381995,1,23,94.3913043478261,1,84,4,23,46,24,0,1,0.002977609634399414,0.9970224,4,10,1
1,151,31,5.0317460317460325,0,20,37.0,2,34,2,3,25,24,0,1,0.9956440000000001,0.004356026649475098,2,10,1
1,378,78,4.843260188087776,3,23,80.04347826086956,22,66,8,27,49,47,0,1,0.0005505681037902832,0.99944943,4,10,1
1,273,54,4.7049180327868845,2,16,86.0,7,45,13,11,31,26,0,1,0.9993749,0.0006250739097595215,3,10,1
1,562,104,4.698770491803279,0,39,70.30769230769229,23,124,10,17,63,64,0,1,0.17199963331222534,0.82800037,5,10,1
1,440,90,4.513784461152882,0,29,74.86206896551724,6,96,13,19,34,39,0,1,0.9985655999999999,0.0014343857765197756,3,10,1
1,604,111,4.637236084452975,3,34,85.38235294117645,29,122,11,38,54,66,0,1,0.0008378028869628906,0.9991621999999999,4,10,1
1,147,24,4.626016260162602,1,9,75.8888888888889,6,23,1,8,17,20,0,1,0.99330026,0.006699740886688232,1,10,1
1,421,57,4.026178010471203,1,28,67.57142857142857,5,92,2,19,38,34,0,1,0.9682134,0.031786620616912835,3,10,1
1,593,69,4.176583493282148,4,25,106.88,16,100,1,24,60,46,0,1,0.8892945,0.11070549488067627,4,10,1
1,485,112,4.829383886255924,2,23,105.95652173913044,19,83,8,29,47,50,0,1,0.001211106777191162,0.9987889000000001,4,10,1
1,873,143,4.7140921409214105,5,39,107.12820512820512,45,168,14,31,89,92,0,1,0.006153404712677002,0.9938466,4,10,1
1,415,75,4.653739612188366,3,27,74.5925925925926,3,77,12,15,42,32,0,1,0.90499973,0.0950002670288086,3,10,1
1,449,87,4.713924050632912,2,27,82.5925925925926,7,79,13,30,42,41,0,1,0.05007272958755493,0.9499273000000001,3,10,1
1,413,65,4.574468085106383,0,28,73.85714285714286,8,71,10,23,32,36,0,1,0.023794054985046387,0.97620595,3,10,1
1,537,68,4.150905432595573,5,27,93.8148148148148,3,75,11,16,57,30,0,1,0.51331705,0.4866829514503479,4,10,1
1,433,81,4.649456521739131,4,33,62.0,12,83,6,12,48,45,0,1,0.5377774000000001,0.4622225761413574,4,10,1
1,685,141,4.720142602495542,9,47,67.25531914893618,30,109,17,37,65,83,0,1,0.006689846515655518,0.99331015,4,10,1
1,423,92,4.8347107438016526,0,25,83.72,24,81,11,26,44,51,2,1,0.9986166,0.0013834238052368164,4,10,1
1,319,53,4.6571428571428575,4,25,62.36,5,60,1,12,41,30,0,1,0.99684525,0.003154754638671875,3,10,1
1,168,43,5.08,0,10,90.2,8,42,1,10,18,18,0,1,0.14433270692825315,0.8556673,2,10,1
1,177,24,4.212121212121212,0,8,106.5,2,38,3,11,22,13,1,1,0.9813028,0.01869720220565796,2,10,1
1,422,98,4.8063660477453585,0,26,83.19230769230771,15,99,9,30,44,48,0,1,0.99498326,0.005016744136810303,3,10,1
1,205,28,4.078947368421051,0,12,79.41666666666667,1,31,1,10,13,13,0,1,0.61113816,0.3888618350028992,2,10,1
1,300,31,4.063197026022305,1,20,67.1,5,65,0,6,22,27,0,1,0.0013821125030517578,0.9986179000000001,2,10,1
1,349,28,3.86984126984127,3,20,75.7,8,53,6,7,34,30,0,1,0.9926110999999999,0.007388889789581299,3,10,1
1,350,69,4.823529411764706,1,14,126.21428571428572,9,82,7,12,26,24,0,1,0.001094520092010498,0.9989055,3,10,1
1,637,144,5.106690777576854,1,28,119.60714285714286,15,147,18,28,70,53,0,1,0.007475376129150391,0.9925245999999999,4,10,1
1,433,76,4.275,1,20,104.5,8,85,11,10,53,32,0,1,0.014700889587402344,0.9852991,3,10,1
1,639,113,4.49236641221374,3,39,72.7948717948718,45,93,9,14,71,87,0,1,0.9085405999999999,0.09145939350128174,4,10,1
1,383,49,4.226470588235294,0,26,67.34615384615384,3,71,4,18,41,29,0,1,0.013820350170135498,0.98617965,3,10,1
1,445,69,4.537467700258398,5,23,92.17391304347828,10,77,24,18,38,35,0,1,0.9876058000000001,0.012394189834594728,3,10,1
